subject,sfreq,C3_db,C3_hz,C4_db,C4_hz,mean_db,min_db
038,160.0,0.5932932718774555,7.0,0.853851320745313,8.5,0.7235722963113842,0.5932932718774555
039,160.0,1.8344439568349757,10.5,1.7553336005372513,10.5,1.7948887786861136,1.7553336005372513
040,160.0,0.9978472636633364,9.0,1.3074571238227386,12.0,1.1526521937430374,0.9978472636633364
041,160.0,0.09338009226594447,9.0,0.7584642567930868,14.0,0.42592217452951564,0.09338009226594447
042,160.0,15.85209839579477,12.5,20.322248307402155,13.0,18.087173351598462,15.85209839579477
043,160.0,2.460050849195964,11.5,2.473744748268823,11.5,2.4668977987323935,2.460050849195964
044,160.0,4.904421449426833,12.0,5.96720974904346,12.5,5.435815599235147,4.904421449426833
045,160.0,0.6200045176139589,11.0,0.5132966019405537,11.0,0.5666505597772563,0.5132966019405537
046,160.0,1.2733748710710269,7.0,1.6440114139419744,7.0,1.4586931425065006,1.2733748710710269
047,160.0,1.7418395938090323,13.0,1.1190033632084455,13.0,1.4304214785087388,1.1190033632084455
048,160.0,10.558867621742777,10.5,6.4261321958063125,9.0,8.492499908774544,6.4261321958063125
049,160.0,-0.35468742615749105,10.5,-0.6815378649392498,7.0,-0.5181126455483704,-0.6815378649392498
050,160.0,0.1721031319339014,9.0,0.4867808734501244,14.0,0.3294420026920129,0.1721031319339014
051,160.0,0.09256339886157956,10.0,-0.3814044512691384,10.0,-0.14442052620377943,-0.3814044512691384
052,160.0,6.717220826770851,11.5,8.449913783175045,12.5,7.583567304972949,6.717220826770851
053,160.0,0.4391600135008069,13.5,0.3848359196126354,8.5,0.41199796655672116,0.3848359196126354
054,160.0,7.3419697010263265,11.5,10.176950954045447,10.5,8.759460327535887,7.3419697010263265
055,160.0,2.9002381222369857,12.0,7.961180954625762,12.0,5.430709538431374,2.9002381222369857
056,160.0,2.263349699087583,8.5,2.0678407830913508,10.0,2.165595241089467,2.0678407830913508
057,160.0,0.4939196815357626,8.5,0.31097085490222753,9.0,0.40244526821899507,0.31097085490222753
058,160.0,-1.5841304754237975,14.0,-0.9224231074566134,7.5,-1.2532767914402054,-1.5841304754237975
059,160.0,4.352716429490344,11.5,1.2449129383487283,11.5,2.7988146839195363,1.2449129383487283
060,160.0,15.159610979619934,11.0,13.593269396733731,11.5,14.376440188176833,13.593269396733731
061,160.0,4.484845290780025,13.0,3.825815986073085,12.5,4.155330638426555,3.825815986073085
062,160.0,8.543406057874268,11.5,10.43628777845248,12.0,9.489846918163373,8.543406057874268
063,160.0,-0.14743945181979842,7.0,1.0841385773160779,13.0,0.4683495627481397,-0.14743945181979842
064,160.0,-0.3762688082902999,7.5,0.049538055357714286,7.5,-0.16336537646629282,-0.3762688082902999
065,160.0,1.0138376810813896,10.0,0.9070072224583435,14.0,0.9604224517698665,0.9070072224583435
066,160.0,3.8296835029676575,9.0,1.0647893255910064,13.5,2.447236414279332,1.0647893255910064
067,160.0,1.0174561875758763,12.0,1.1209509147992156,12.0,1.069203551187546,1.0174561875758763
068,160.0,1.1826913914357131,11.5,2.5027541755822647,10.5,1.842722783508989,1.1826913914357131
069,160.0,0.3276186953568166,14.0,0.008458080057572592,12.0,0.1680383877071946,0.008458080057572592
070,160.0,3.0987190098255986,13.5,3.784742500442369,14.0,3.4417307551339835,3.0987190098255986
071,160.0,1.6994396465567716,12.0,3.228702962781844,12.5,2.464071304669308,1.6994396465567716
072,160.0,12.799087427739053,11.0,12.655195277286408,10.5,12.727141352512731,12.655195277286408
073,160.0,-0.2601199631217592,14.0,-0.646897681279794,10.5,-0.4535088222007766,-0.646897681279794
074,160.0,0.5031426943589907,13.0,4.187047909875393,14.0,2.3450953021171923,0.5031426943589907
075,160.0,5.624466460991979,11.5,5.278863492532013,11.5,5.451664976761996,5.278863492532013
076,160.0,-0.12973048829043587,14.0,-0.6953621044452181,9.0,-0.41254629636782697,-0.6953621044452181
077,160.0,0.2890503840278185,12.5,0.37267675381449294,11.5,0.33086356892115576,0.2890503840278185
078,160.0,1.8262786438483585,13.0,1.2917148377725498,8.5,1.5589967408104541,1.2917148377725498
079,160.0,0.7322990638017999,11.0,1.2456064649141136,11.5,0.9889527643579568,0.7322990638017999
080,160.0,1.2717906737380846,12.0,0.8065940345432143,10.0,1.0391923541406496,0.8065940345432143
081,160.0,0.2694022247269119,10.5,3.659803171405231,11.0,1.9646026980660714,0.2694022247269119
082,160.0,1.0331451345425395,12.0,1.798651197053112,9.5,1.4158981657978258,1.0331451345425395
083,160.0,0.4467171452189373,9.0,5.173560563333636,12.0,2.8101388542762864,0.4467171452189373
084,160.0,3.555736047715091,11.0,5.232213577404737,11.0,4.3939748125599145,3.555736047715091
085,160.0,6.137818649503192,12.0,5.668640238083656,12.0,5.903229443793424,5.668640238083656
086,160.0,0.5957091930398457,10.5,1.298582376892383,12.0,0.9471457849661143,0.5957091930398457
087,160.0,0.6462166793475893,11.0,0.920965914862521,8.0,0.7835912971050552,0.6462166793475893
088,160.0,1.1346011878508149,11.0,0.926362811971529,13.0,1.030481999911172,0.926362811971529
089,160.0,-0.12861234538726235,12.5,0.2657310132759828,8.5,0.06855933394436023,-0.12861234538726235
090,160.0,0.3759388661346205,14.0,-0.10498896238940814,9.5,0.1354749518726062,-0.10498896238940814
091,160.0,-1.2276247282186648,12.0,0.02513677394862262,13.5,-0.6012439771350211,-1.2276247282186648
092,160.0,3.0152847855488463,10.5,10.243229230636437,10.5,6.629257008092642,3.0152847855488463
093,160.0,5.650291156184112,11.0,9.762478182209476,11.0,7.706384669196794,5.650291156184112
094,160.0,2.682312198553905,11.5,5.177806051716702,12.0,3.930059125135304,2.682312198553905
095,160.0,0.5508988859190348,12.5,1.6779150757371273,12.5,1.114406980828081,0.5508988859190348
096,160.0,1.9250664667135449,9.5,0.9922076244553047,11.5,1.4586370455844249,0.9922076244553047
097,160.0,0.7395439076177119,14.0,0.6242651450501613,8.5,0.6819045263339366,0.6242651450501613
098,160.0,16.47199517485216,11.0,7.853854256164993,11.0,12.162924715508577,7.853854256164993
099,160.0,0.5393873184862399,12.5,1.87003231811881,8.0,1.204709818302525,0.5393873184862399
100,160.0,13.252914745139023,11.5,3.5534681701614597,11.5,8.403191457650241,3.5534681701614597
101,160.0,1.38976890104916,7.0,0.8257122423641776,13.0,1.1077405717066688,0.8257122423641776
102,160.0,0.07089926760383328,8.5,-0.24093521250429376,12.5,-0.08501797245023024,-0.24093521250429376
103,160.0,4.965762617429917,10.5,3.703243069397189,10.0,4.334502843413553,3.703243069397189
104,160.0,1.1326438054852168,10.0,2.0190592594309384,9.0,1.5758515324580777,1.1326438054852168
105,160.0,9.040813585436403,11.5,2.944454009990878,11.0,5.992633797713641,2.944454009990878
106,160.0,2.5787197459520073,9.0,4.516691595471349,9.0,3.5477056707116783,2.5787197459520073
107,160.0,2.0438233961074794,12.0,3.7156439864101665,10.5,2.879733691258823,2.0438233961074794
108,160.0,9.528041009816238,11.0,8.580651967036337,11.0,9.054346488426287,8.580651967036337
109,160.0,0.41462045651483037,9.5,2.3324137760640946,10.0,1.3735171162894626,0.41462045651483037
