subject,sfreq,C3_db,C3_hz,C4_db,C4_hz,mean_db,min_db
048,160.0,12.193986080084711,9.0,12.061233945850965,9.0,12.127610012967839,12.061233945850965
049,160.0,-1.7775474956801853,7.0,-1.0832821288562136,14.0,-1.4304148122681994,-1.7775474956801853
050,160.0,2.0423777033348403,14.0,2.7766742212786397,14.0,2.40952596230674,2.0423777033348403
051,160.0,-0.3409951011318644,8.5,-0.7292987351988522,7.0,-0.5351469181653583,-0.7292987351988522
052,160.0,8.746003172184322,11.5,7.592922977257172,12.5,8.169463074720747,7.592922977257172
053,160.0,1.99018773488542,7.5,1.8313374647837921,7.5,1.910762599834606,1.8313374647837921
054,160.0,4.249709372196932,11.5,7.6280230531346085,10.5,5.93886621266577,4.249709372196932
055,160.0,3.113965882224283,12.0,3.0757178158834098,10.5,3.0948418490538465,3.0757178158834098
056,160.0,9.54906040584572,10.0,6.045248306722701,10.0,7.797154356284211,6.045248306722701
057,160.0,3.029420510094604,8.0,3.1442229514263946,8.0,3.0868217307604993,3.029420510094604
058,160.0,2.370727077879963,11.5,1.6192843394541176,12.0,1.9950057086670403,1.6192843394541176
059,160.0,4.786822372120182,11.5,3.4581851121667957,14.0,4.122503742143489,3.4581851121667957
060,160.0,10.144035916753387,11.0,9.393704914410932,11.5,9.76887041558216,9.393704914410932
061,160.0,5.516344441653476,10.0,5.612446426030021,10.0,5.5643954338417485,5.516344441653476
062,160.0,6.75454097687118,11.5,5.6583306426653115,11.5,6.206435809768246,5.6583306426653115
063,160.0,0.4230258331669631,11.5,0.22276149177031898,11.5,0.32289366246864104,0.22276149177031898
064,160.0,1.4546541752727657,7.0,1.29506390367078,7.0,1.3748590394717728,1.29506390367078
065,160.0,6.140468877830973,8.0,4.337559455580244,8.5,5.2390141667056085,4.337559455580244
066,160.0,5.121402795892672,9.5,4.927338883385357,9.5,5.0243708396390145,4.927338883385357
067,160.0,-1.0821571161046897,11.5,-0.09597869938178417,12.0,-0.5890679077432369,-1.0821571161046897
068,160.0,3.3458230701688545,10.5,3.5091953273134546,10.5,3.427509198741155,3.3458230701688545
069,160.0,-0.550243132408047,7.0,0.16490440931643274,11.5,-0.19266936154580713,-0.550243132408047
070,160.0,2.383581811977452,13.5,2.949554376157696,14.0,2.666568094067574,2.383581811977452
071,160.0,2.644749319460119,12.5,3.226542977678502,12.5,2.9356461485693104,2.644749319460119
072,160.0,9.392630702284059,11.0,9.850248558666067,10.5,9.621439630475063,9.392630702284059
073,160.0,2.121032433795586,8.0,0.9826811817977942,8.0,1.55185680779669,0.9826811817977942
074,160.0,1.847079641642297,9.5,2.1469270882270326,14.0,1.9970033649346648,1.847079641642297
075,160.0,6.016485207222512,11.5,5.2248518038426015,12.0,5.6206685055325565,5.2248518038426015
076,160.0,0.08459007777070349,9.5,-0.4007522669138058,9.5,-0.15808109457155115,-0.4007522669138058
077,160.0,0.8716182591444112,7.5,1.077769673391355,8.5,0.9746939662678831,0.8716182591444112
078,160.0,2.9816152527725395,9.5,4.1625956661687376,9.5,3.5721054594706385,2.9816152527725395
079,160.0,2.5026253325466192,11.5,2.772306196986563,12.0,2.637465764766591,2.5026253325466192
080,160.0,1.769147257052345,7.0,2.8619008010540146,12.0,2.3155240290531798,1.769147257052345
081,160.0,2.6607899122059258,11.0,1.884449538592271,11.0,2.2726197253990983,1.884449538592271
082,160.0,5.6814980269261035,10.0,6.414280204474671,10.0,6.047889115700388,5.6814980269261035
083,160.0,2.035490963402575,8.5,2.7693423267703183,11.0,2.4024166450864466,2.035490963402575
084,160.0,6.231430719913501,11.0,9.310647600382843,11.0,7.771039160148172,6.231430719913501
085,160.0,9.63550291115615,12.0,10.850157548331726,12.0,10.242830229743937,9.63550291115615
086,160.0,1.0177492982901275,8.0,1.3179162827776383,8.0,1.167832790533883,1.0177492982901275
087,160.0,2.865846976298145,7.0,2.1382187397785324,7.0,2.502032858038339,2.1382187397785324
088,160.0,0.590669067695212,7.0,1.1643903187799152,7.0,0.8775296932375636,0.590669067695212
089,160.0,2.7159143571920734,7.0,2.83936131085499,7.0,2.7776378340235315,2.7159143571920734
090,160.0,0.10905242195003109,11.5,3.0310670410812968,11.5,1.570059731515664,0.10905242195003109
091,160.0,-0.5321603176722879,14.0,-1.1810000356785597,14.0,-0.8565801766754237,-1.1810000356785597
092,160.0,4.823037091462734,10.5,10.053147746667408,10.5,7.438092419065071,4.823037091462734
093,160.0,7.444478554557006,11.0,8.034664666256282,10.5,7.739571610406644,7.444478554557006
094,160.0,2.5969672519874893,13.0,5.183444920346218,13.0,3.8902060861668533,2.5969672519874893
095,160.0,5.363010543804734,14.0,5.098488092241611,14.0,5.230749318023173,5.098488092241611
096,160.0,2.650432459161144,11.5,2.2850261468529247,11.5,2.4677293030070344,2.2850261468529247
097,160.0,1.4567714008260648,13.5,1.2417028290591312,12.5,1.3492371149425981,1.2417028290591312
098,160.0,12.195799372201563,11.0,8.525888211591672,11.0,10.360843791896617,8.525888211591672
099,160.0,7.504026057373952,8.5,5.5761143696625055,9.5,6.540070213518229,5.5761143696625055
100,160.0,11.094141486569939,11.5,12.645269663336755,11.5,11.869705574953347,11.094141486569939
101,160.0,2.109016415906177,9.0,2.2719643948420325,8.0,2.1904904053741046,2.109016415906177
102,160.0,3.207417566067699,12.5,2.5746070866529163,12.5,2.8910123263603076,2.5746070866529163
103,160.0,4.4638273493456175,10.0,3.3554110992476223,9.0,3.9096192242966197,3.3554110992476223
104,160.0,5.294512133595852,8.5,4.7643270939248055,8.5,5.029419613760329,4.7643270939248055
105,160.0,5.716332140595277,11.5,2.173126539502867,10.5,3.944729340049072,2.173126539502867
106,160.0,4.275475470275739,9.0,5.807804000754446,10.5,5.041639735515092,4.275475470275739
107,160.0,8.161487769917557,10.5,7.346187791341122,10.5,7.75383778062934,7.346187791341122
108,160.0,6.313319316202547,11.0,6.138932642277989,11.0,6.226125979240267,6.138932642277989
109,160.0,3.1002781128599946,9.0,2.3743597769702864,10.0,2.7373189449151405,2.3743597769702864
